"","Number","Name","Country","Region","Type","Activity.Evidence","Last.Known.Eruption","Latitude","Longitude","Elevation..Meters.","Dominant.Rock.Type","Tectonic.Setting","year","yearCE","last_time_eruption"
"949",312190,"Griggs","United States","Alaska","Stratovolcano","Eruption Dated","1790 BCE",58.354,-155.092,2317,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1790","BCE",-1790
"950",312200,"Snowy Mountain","United States","Alaska","Stratovolcano(es)","Eruption Dated","1710 CE",58.336,-154.682,2162,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1710","CE",1710
"951",312210,"Denison","United States","Alaska","Stratovolcano","Evidence Uncertain","Unknown",58.418,-154.449,2287,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"952",312220,"Steller","United States","Alaska","Stratovolcano","Evidence Credible","Unknown",58.43,-154.4,2272,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"953",312230,"Kukak","United States","Alaska","Stratovolcano","Unrest / Holocene","Unknown",58.453,-154.355,2043,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"954",312250,"Kaguyak","United States","Alaska","Lava dome(s)","Eruption Dated","3850 BCE",58.608,-154.028,901,"Dacite","Subduction Zone / Continental Crust (>25 km)","3850","BCE",-3850
"955",312260,"Fourpeaked","United States","Alaska","Stratovolcano","Eruption Observed","2006 CE",58.77,-153.672,2105,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2006","CE",2006
"956",312270,"Douglas","United States","Alaska","Stratovolcano","Evidence Credible","Unknown",58.855,-153.542,2140,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"957",313010,"Augustine","United States","Alaska","Lava dome(s)","Eruption Observed","2006 CE",59.363,-153.43,1252,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2006","CE",2006
"958",313020,"Iliamna","United States","Alaska","Stratovolcano","Eruption Observed","1876 CE",60.032,-153.09,3053,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1876","CE",1876
"959",313030,"Redoubt","United States","Alaska","Stratovolcano","Eruption Observed","2009 CE",60.485,-152.742,3108,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2009","CE",2009
"960",313040,"Spurr","United States","Alaska","Stratovolcano","Eruption Observed","1992 CE",61.299,-152.251,3374,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1992","CE",1992
"961",313050,"Hayes","United States","Alaska","Stratovolcano","Eruption Dated","1200 CE",61.64,-152.411,3034,"Dacite","Subduction Zone / Continental Crust (>25 km)","1200","CE",1200
"962",314010,"St. Paul Island","United States","Alaska","Shield","Eruption Dated","1280 BCE",57.18,-170.3,203,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","1280","BCE",-1280
"963",314030,"Ingakslugwat Hills","United States","Alaska","Pyroclastic cone(s)","Evidence Credible","Unknown",61.43,-164.47,190,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"964",314040,"St. Michael","United States","Alaska","Shield(s)","Evidence Credible","Unknown",63.45,-162.12,715,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"965",314060,"Imuruk Lake","United States","Alaska","Shield(s)","Eruption Dated","300 CE",65.517,-163.45,610,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","300","CE",300
"966",315001,"Buzzard Creek","United States","Alaska","Tuff ring(s)","Eruption Dated","1050 BCE",64.062,-148.433,830,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","1050","BCE",-1050
"967",315020,"Wrangell","United States","Alaska","Shield","Eruption Observed","2002 CE",62.006,-144.017,4278,"Andesite / Basaltic Andesite","Intraplate / Continental Crust (>25 km)","2002","CE",2002
"968",315030,"Churchill","United States","Alaska","Stratovolcano","Eruption Dated","847 CE",61.38,-141.75,5005,"Dacite","Intraplate / Continental Crust (>25 km)","847","CE",847
"969",315040,"Edgecumbe","United States","Alaska","Stratovolcano(es)","Eruption Dated","2220 BCE",57.05,-135.75,970,"Andesite / Basaltic Andesite","Intraplate / Continental Crust (>25 km)","2220","BCE",-2220
"970",315050,"Duncan Canal","United States","Alaska","Volcanic field","Evidence Credible","Unknown",56.5,-133.1,15,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"971",315060,"Tlevak Strait-Suemez Is.","United States","Alaska","Volcanic field","Evidence Credible","Unknown",55.25,-133.3,50,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"972",315070,"Behm Canal-Rudyerd Bay","United States","Alaska","Pyroclastic cone(s)","Evidence Uncertain","Unknown",55.32,-131.05,500,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"973",320010,"Fort Selkirk","Canada","Canada and Western USA","Volcanic field","Evidence Uncertain","Unknown",62.93,-137.38,1239,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"974",320020,"Alligator Lake","Canada","Canada and Western USA","Volcanic field","Evidence Credible","Unknown",60.42,-135.42,2217,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"975",320030,"Atlin Volcanic Field","Canada","Canada and Western USA","Pyroclastic cone(s)","Evidence Credible","Unknown",59.68,-133.32,1880,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"976",320031,"Tuya Volcanic Field","Canada","Canada and Western USA","Volcanic field","Evidence Credible","Unknown",59.37,-130.58,2123,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"977",320040,"Heart Peaks","Canada","Canada and Western USA","Shield","Evidence Uncertain","Unknown",58.6,-131.97,2012,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"978",320050,"Level Mountain","Canada","Canada and Western USA","Shield","Evidence Uncertain","Unknown",58.42,-131.35,2190,"Trachyte / Trachydacite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"979",320060,"Edziza","Canada","Canada and Western USA","Stratovolcano","Eruption Dated","950 CE",57.72,-130.63,2786,"Trachyte / Trachydacite","Intraplate / Continental Crust (>25 km)","950","CE",950
"980",320070,"Spectrum Range","Canada","Canada and Western USA","Shield","Evidence Credible","Unknown",57.43,-130.68,2430,"Rhyolite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"981",320080,"Hoodoo Mountain","Canada","Canada and Western USA","Subglacial","Eruption Dated","7050 BCE",56.78,-131.28,1850,"Phonolite","Intraplate / Continental Crust (>25 km)","7050","BCE",-7050
"982",320090,"Iskut-Unuk River Cones","Canada","Canada and Western USA","Pyroclastic cone(s)","Eruption Dated","1800 CE",56.58,-130.55,1880,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1800","CE",1800
"983",320100,"Tseax River Cone","Canada","Canada and Western USA","Pyroclastic cone","Eruption Dated","1690 CE",55.12,-128.9,609,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1690","CE",1690
"984",320110,"Crow Lagoon","Canada","Canada and Western USA","Pyroclastic cone","Evidence Credible","Unknown",54.7,-130.23,335,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"985",320120,"Milbanke Sound Group","Canada","Canada and Western USA","Pyroclastic cone(s)","Evidence Credible","Unknown",52.5,-128.73,335,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"986",320140,"Nazko","Canada","Canada and Western USA","Pyroclastic cone(s)","Eruption Dated","5220 BCE",52.928,-123.732,1238,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","5220","BCE",-5220
"987",320150,"Wells Gray-Clearwater","Canada","Canada and Western USA","Pyroclastic cone(s)","Eruption Dated","1550 CE",52.33,-120.57,2576,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1550","CE",1550
"988",320160,"Silverthrone","Canada","Canada and Western USA","Caldera","Evidence Credible","Unknown",51.43,-126.3,3160,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"989",320170,"Bridge River Cones","Canada","Canada and Western USA","Volcanic field","Evidence Credible","Unknown",50.8,-123.4,2500,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"990",320180,"Meager","Canada","Canada and Western USA","Complex","Eruption Dated","410 BCE",50.63,-123.5,2680,"Dacite","Subduction Zone / Continental Crust (>25 km)","410","BCE",-410
"991",320190,"Garibaldi Lake","Canada","Canada and Western USA","Volcanic field","Evidence Credible","Unknown",49.92,-123.03,2316,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"992",320200,"Garibaldi","Canada","Canada and Western USA","Stratovolcano","Eruption Dated","8060 BCE",49.85,-123,2678,"Dacite","Subduction Zone / Continental Crust (>25 km)","8060","BCE",-8060
"993",320811,"Cayley Volcanic Field","Canada","Canada and Western USA","Volcanic field","Evidence Credible","Unknown",50.12,-123.28,2375,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"994",321010,"Baker","United States","Canada and Western USA","Stratovolcano(es)","Eruption Observed","1880 CE",48.777,-121.813,3285,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1880","CE",1880
"995",321020,"Glacier Peak","United States","Canada and Western USA","Stratovolcano","Eruption Dated","1700 CE",48.112,-121.113,3213,"Dacite","Subduction Zone / Continental Crust (>25 km)","1700","CE",1700
"996",321030,"Rainier","United States","Canada and Western USA","Stratovolcano","Eruption Observed","1894 CE",46.853,-121.76,4392,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1894","CE",1894
"997",321040,"Adams","United States","Canada and Western USA","Stratovolcano","Eruption Dated","950 CE",46.206,-121.49,3742,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","950","CE",950
"998",321050,"St. Helens","United States","Canada and Western USA","Stratovolcano","Eruption Observed","2008 CE",46.2,-122.18,2549,"Dacite","Subduction Zone / Continental Crust (>25 km)","2008","CE",2008
"999",321060,"West Crater","United States","Canada and Western USA","Volcanic field","Eruption Dated","5750 BCE",45.88,-122.08,1329,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","5750","BCE",-5750
"1000",321070,"Indian Heaven","United States","Canada and Western USA","Shield(s)","Eruption Dated","6250 BCE",45.93,-121.82,1806,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","6250","BCE",-6250
"1001",322010,"Hood","United States","Canada and Western USA","Stratovolcano","Eruption Observed","1866 CE",45.374,-121.695,3426,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1866","CE",1866
"1002",322020,"Jefferson","United States","Canada and Western USA","Stratovolcano","Eruption Dated","950 CE",44.674,-121.8,3199,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","950","CE",950
"1003",322030,"Blue Lake Crater","United States","Canada and Western USA","Maar","Eruption Dated","680 CE",44.411,-121.774,1230,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","680","CE",680
"1004",322040,"Sand Mountain Field","United States","Canada and Western USA","Pyroclastic cone(s)","Eruption Dated","70 CE",44.38,-121.93,1664,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","70","CE",70
"1005",322060,"Belknap","United States","Canada and Western USA","Shield(s)","Eruption Dated","480 CE",44.285,-121.841,2095,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","480","CE",480
"1006",322070,"Three Sisters","United States","Canada and Western USA","Complex","Eruption Dated","440 CE",44.133,-121.767,3159,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","440","CE",440
"1007",322090,"Bachelor","United States","Canada and Western USA","Stratovolcano","Eruption Dated","5800 BCE",43.979,-121.688,2763,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","5800","BCE",-5800
"1008",322100,"Davis Lake","United States","Canada and Western USA","Volcanic field","Eruption Dated","2790 BCE",43.57,-121.82,2163,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2790","BCE",-2790
"1009",322110,"Newberry","United States","Canada and Western USA","Shield","Eruption Dated","690 CE",43.722,-121.229,2434,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","690","CE",690
"1010",322120,"Devils Garden","United States","Canada and Western USA","Volcanic field","Evidence Uncertain","Unknown",43.512,-120.861,1698,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1011",322150,"Cinnamon Butte","United States","Canada and Western USA","Pyroclastic cone(s)","Evidence Uncertain","Unknown",43.241,-122.108,1956,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1012",322160,"Crater Lake","United States","Canada and Western USA","Caldera","Eruption Dated","2850 BCE",42.93,-122.12,2487,"Dacite","Subduction Zone / Continental Crust (>25 km)","2850","BCE",-2850
"1013",322170,"Diamond Craters","United States","Canada and Western USA","Volcanic field","Eruption Dated","5610 BCE",43.1,-118.75,1435,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","5610","BCE",-5610
"1014",322190,"Jordan Craters","United States","Canada and Western USA","Volcanic field","Eruption Dated","1250 BCE",43.147,-117.46,1473,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","1250","BCE",-1250
"1015",323010,"Shasta","United States","Canada and Western USA","Stratovolcano","Eruption Observed","1786 CE",41.409,-122.193,4317,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1786","CE",1786
"1016",323020,"Medicine Lake","United States","Canada and Western USA","Shield","Eruption Dated","1060 CE",41.611,-121.554,2412,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","1060","CE",1060
"1017",323080,"Lassen Volcanic Center","United States","Canada and Western USA","Stratovolcano","Eruption Observed","1917 CE",40.492,-121.508,3187,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1917","CE",1917
"1018",323100,"Clear Lake","United States","Canada and Western USA","Volcanic field","Evidence Credible","Unknown",38.97,-122.77,1439,"Dacite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1019",323110,"Mono Lake Volcanic Field","United States","Canada and Western USA","Pyroclastic cone(s)","Eruption Dated","1790 CE",38,-119.03,2121,"Dacite","Rift Zone / Continental Crust (>25 km)","1790","CE",1790
"1020",323120,"Mono Craters","United States","Canada and Western USA","Lava dome(s)","Eruption Dated","1350 CE",37.88,-119,2796,"Rhyolite","Rift Zone / Continental Crust (>25 km)","1350","CE",1350
"1021",323130,"Inyo Craters","United States","Canada and Western USA","Lava dome(s)","Eruption Dated","1380 CE",37.692,-119.02,2629,"Rhyolite","Rift Zone / Continental Crust (>25 km)","1380","CE",1380
"1022",323150,"Mammoth Mountain","United States","Canada and Western USA","Lava dome(s)","Eruption Dated","1260 CE",37.631,-119.032,3369,"Trachyte / Trachydacite","Rift Zone / Continental Crust (>25 km)","1260","CE",1260
"1023",323160,"Ubehebe Craters","United States","Canada and Western USA","Maar(s)","Eruption Dated","4050 BCE",37.02,-117.45,752,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","4050","BCE",-4050
"1024",323170,"Golden Trout Creek","United States","Canada and Western USA","Volcanic field","Eruption Dated","5550 BCE",36.358,-118.32,2886,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","5550","BCE",-5550
"1025",323180,"Coso Volcanic Field","United States","Canada and Western USA","Lava dome(s)","Unrest / Pleistocene","Unknown",36.03,-117.82,2400,"Rhyolite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1026",323190,"Lavic Lake","United States","Canada and Western USA","Volcanic field","Evidence Uncertain","Unknown",34.75,-116.625,1495,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1027",323200,"Salton Buttes","United States","Canada and Western USA","Lava dome(s)","Eruption Dated","210 CE",33.197,-115.616,-40,"Rhyolite","Rift Zone / Continental Crust (>25 km)","210","CE",210
"1028",323822,"Long Valley","United States","Canada and Western USA","Caldera","Unrest / Pleistocene","Unknown",37.7,-118.87,3390,"","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"1029",324010,"Black Butte Crater Lava Field","United States","Canada and Western USA","Shield","Eruption Dated","8400 BCE",43.183,-114.352,1478,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","8400","BCE",-8400
"1030",324020,"Craters of the Moon","United States","Canada and Western USA","Pyroclastic cone(s)","Eruption Dated","130 BCE",43.42,-113.5,2005,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","130","BCE",-130
